Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"15/4/2026, 9:41:08 am",Second year,ECE,Female,Rarely (1-2 times a week),6-7 hours,Every night,Average,Rarely,Rarely,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Often (5-6 times a week),Low stress,Average
"15/4/2026, 9:41:15 am",Second year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Sometimes,Always,Major impact,Every night,Every day,Sometimes (3-4 times a week),No stress,Average
"15/4/2026, 9:41:20 am",Fourth year,CSE,Male,Often (5-6 times a week),6-7 hours,Rarely (1-2 times a week),Good,Rarely,Often,Often (3-4 times a week),Moderate impact,Never,Never,Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:41:28 am",Second year,CSE,Male,Never,Less than 4 hours,Often (5-6 times a week),Average,Sometimes,Always,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Sometimes (3-4 times a week),Low stress,Below Average
"15/4/2026, 9:41:30 am",Second year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Poor,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Every day,Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:41:32 am",Second year,CSE,Male,Never,5-6 hours,Sometimes (3-4 times a week),Average,Never,Rarely,Often (3-4 times a week),Moderate impact,Rarely (1-2 times a week),Often (5-6 times a week),Rarely (1-2 times a week),No stress,Good
"15/4/2026, 9:41:37 am",Second year,Other,Male,Rarely (1-2 times a week),Less than 4 hours,Rarely (1-2 times a week),Poor,Often,Sometimes,Never,Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),No stress,Good
"15/4/2026, 9:41:43 am",Second year,CSE,Female,Never,5-6 hours,Rarely (1-2 times a week),Average,Rarely,Sometimes,Often (3-4 times a week),Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:41:49 am",Second year,Mechanical,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Always,Often,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),High stress,Below Average
"15/4/2026, 9:41:51 am",Second year,Mechanical,Male,Never,6-7 hours,Sometimes (3-4 times a week),Good,Rarely,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Never,Extremely high stress,Average
"15/4/2026, 9:41:55 am",Second year,CSE,Male,Rarely (1-2 times a week),7-8 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),High stress,Good
"15/4/2026, 9:42:04 am",Second year,CSE,Male,Never,6-7 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Every day,Low stress,Good
"15/4/2026, 9:42:09 am",First year,EEE,Female,Rarely (1-2 times a week),Less than 4 hours,Often (5-6 times a week),Average,Rarely,Often,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Never,Rarely (1-2 times a week),Low stress,Excellent
"15/4/2026, 9:42:09 am",Second year,EEE,Male,Sometimes (3-4 times a week),Less than 4 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Never,Often (5-6 times a week),High stress,Below Average
"15/4/2026, 9:42:13 am",First year,CSE,Female,Rarely (1-2 times a week),Less than 4 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Always,Minor impact,Every night,Every day,Sometimes (3-4 times a week),Low stress,Average
"15/4/2026, 9:42:18 am",Second year,ECE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Good,Always,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Never,Never,No stress,Average
"15/4/2026, 9:42:20 am",First year,ECE,Female,Rarely (1-2 times a week),6-7 hours,Every night,Average,Often,Often,Sometimes (1-2 times a week),Major impact,Rarely (1-2 times a week),Never,Sometimes (3-4 times a week),Low stress,Good
"15/4/2026, 9:42:34 am",First year,EEE,Female,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Good,Sometimes,Often,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Never,No stress,Average
"15/4/2026, 9:42:35 am",Second year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Poor,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Never,Rarely (1-2 times a week),Extremely high stress,Average
"15/4/2026, 9:42:58 am",Fourth year,ECE,Male,Sometimes (3-4 times a week),5-6 hours,Sometimes (3-4 times a week),Good,Never,Often,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),Low stress,Excellent
"15/4/2026, 9:43:03 am",Second year,CSE,Male,Never,5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Never,Moderate impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Average
"15/4/2026, 9:43:04 am",Second year,ECE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Poor,Sometimes,Often,Always,Moderate impact,Sometimes (3-4 times a week),Every day,Sometimes (3-4 times a week),High stress,Below Average
"15/4/2026, 9:43:19 am",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Poor,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Often (5-6 times a week),Every day,Low stress,Average
"15/4/2026, 9:43:28 am",Second year,Civil,Female,Rarely (1-2 times a week),5-6 hours,Rarely (1-2 times a week),Good,Sometimes,Never,Never,Minor impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:43:30 am",First year,EEE,Male,Every night,5-6 hours,Often (5-6 times a week),Good,Never,Sometimes,Never,Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),No stress,Average
"15/4/2026, 9:43:33 am",First year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Rarely,Never,Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Never,High stress,Good
"15/4/2026, 9:43:56 am",Second year,CSE,Male,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Good,Always,Sometimes,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Never,Often (5-6 times a week),High stress,Average
"15/4/2026, 9:44:01 am",Second year,CSE,Male,Never,6-7 hours,Often (5-6 times a week),Average,Often,Rarely,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Never,Never,No stress,Good
"15/4/2026, 9:44:03 am",Second year,EEE,Male,Every night,5-6 hours,Every night,Very good,Often,Always,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Never,Often (5-6 times a week),Low stress,Average
"15/4/2026, 9:44:07 am",Second year,CSE,Female,Never,7-8 hours,Rarely (1-2 times a week),Good,Often,Never,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Average
"15/4/2026, 9:44:13 am",Second year,CSE,Male,Never,5-6 hours,Often (5-6 times a week),Average,Sometimes,Always,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Every day,Sometimes (3-4 times a week),High stress,Average
"15/4/2026, 9:44:18 am",Second year,CSE,Male,Never,6-7 hours,Often (5-6 times a week),Average,Often,Often,Never,Moderate impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Average
"15/4/2026, 9:44:22 am",Second year,CSE,Male,Every night,6-7 hours,Rarely (1-2 times a week),Good,Always,Always,Often (3-4 times a week),Severe impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Below Average
"15/4/2026, 9:44:26 am",Second year,CSE,Male,Every night,7-8 hours,Rarely (1-2 times a week),Good,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),No stress,Average
"15/4/2026, 9:44:29 am",Second year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Very good,Often,Rarely,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),High stress,Average
"15/4/2026, 9:44:35 am",First year,CSE,Male,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Good,Rarely,Rarely,Never,Severe impact,Every night,Every day,Never,High stress,Average
"15/4/2026, 9:44:37 am",Second year,Other,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Always,Often,Rarely (1-2 times a month),Minor impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Often (5-6 times a week),High stress,Average
"15/4/2026, 9:44:39 am",Second year,ECE,Male,Never,6-7 hours,Often (5-6 times a week),Average,Always,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Never,Never,High stress,Average
"15/4/2026, 9:45:13 am",Second year,ECE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Poor,Sometimes,Never,Sometimes (1-2 times a week),Severe impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),No stress,Below Average
"15/4/2026, 9:45:18 am",Second year,EEE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Sometimes (1-2 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Excellent
"15/4/2026, 9:45:22 am",First year,ECE,Female,Every night,5-6 hours,Often (5-6 times a week),Good,Sometimes,Never,Never,Minor impact,Often (5-6 times a week),Never,Every day,No stress,Average
"15/4/2026, 9:45:24 am",Second year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Every day,Every day,Extremely high stress,Average
"15/4/2026, 9:45:31 am",Second year,CSE,Female,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Good,Often,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Every day,Every day,High stress,Good
"15/4/2026, 9:45:39 am",Second year,CSE,Female,Every night,5-6 hours,Often (5-6 times a week),Good,Sometimes,Often,Never,Moderate impact,Every night,Never,Often (5-6 times a week),High stress,Good
"15/4/2026, 9:45:41 am",Second year,EEE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Always,Always,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),Low stress,Average
"15/4/2026, 9:45:52 am",Second year,Mechanical,Female,Every night,5-6 hours,Often (5-6 times a week),Average,Sometimes,Often,Never,Moderate impact,Every night,Often (5-6 times a week),Every day,High stress,Below Average
"15/4/2026, 9:45:57 am",Second year,Other,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Always,Never,Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),No stress,Below Average
"15/4/2026, 9:45:57 am",Second year,CSE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Always,Rarely (1-2 times a month),Minor impact,Every night,Sometimes (3-4 times a week),Never,Extremely high stress,Average
"15/4/2026, 9:46:12 am",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Rarely,Often (3-4 times a week),Minor impact,Often (5-6 times a week),Sometimes (3-4 times a week),Every day,High stress,Excellent
"15/4/2026, 9:46:15 am",Second year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Good,Sometimes,Never,Rarely (1-2 times a month),Moderate impact,Every night,Rarely (1-2 times a week),Never,High stress,Average
"15/4/2026, 9:46:16 am",Second year,EEE,Male,Sometimes (3-4 times a week),5-6 hours,Sometimes (3-4 times a week),Average,Often,Rarely,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),No stress,Good
"15/4/2026, 9:46:24 am",First year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Poor,Sometimes,Rarely,Sometimes (1-2 times a week),Major impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),Extremely high stress,Good
"15/4/2026, 9:46:35 am",Second year,CSE,Male,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Good,Always,Always,Rarely (1-2 times a month),Major impact,Never,Never,Every day,High stress,Excellent
"15/4/2026, 9:46:43 am",First year,CSE,Male,Rarely (1-2 times a week),4-5 hours,Often (5-6 times a week),Poor,Rarely,Often,Rarely (1-2 times a month),Moderate impact,Every night,Never,Sometimes (3-4 times a week),Low stress,Average
"15/4/2026, 9:46:45 am",Second year,CSE,Male,Rarely (1-2 times a week),4-5 hours,Often (5-6 times a week),Poor,Sometimes,Sometimes,Sometimes (1-2 times a week),Severe impact,Often (5-6 times a week),Never,Every day,Low stress,Poor
"15/4/2026, 9:46:50 am",Second year,EEE,Male,Often (5-6 times a week),Less than 4 hours,Rarely (1-2 times a week),Average,Sometimes,Often,Rarely (1-2 times a month),Moderate impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Below Average
"15/4/2026, 9:46:58 am",Fourth year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Rarely (1-2 times a week),Poor,Always,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:47:02 am",Second year,CSE,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Always,Rarely,Never,Moderate impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Never,High stress,Excellent
"15/4/2026, 9:47:02 am",Second year,EEE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Poor,Rarely,Never,Sometimes (1-2 times a week),Major impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),Low stress,Average
"15/4/2026, 9:47:11 am",Second year,CSE,Female,Never,4-5 hours,Often (5-6 times a week),Average,Often,Rarely,Sometimes (1-2 times a week),Moderate impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
"15/4/2026, 9:47:12 am",Second year,ECE,Male,Rarely (1-2 times a week),5-6 hours,Every night,Average,Always,Always,Rarely (1-2 times a month),Major impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),Extremely high stress,Below Average
"15/4/2026, 9:47:28 am",Second year,ECE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Good,Often,Never,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Never,Rarely (1-2 times a week),Extremely high stress,Good
"15/4/2026, 9:47:32 am",Second year,ECE,Male,Sometimes (3-4 times a week),More than 8 hours,Rarely (1-2 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),Low stress,Average
"15/4/2026, 9:47:35 am",Second year,Mechanical,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Major impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:47:35 am",Second year,CSE,Female,Rarely (1-2 times a week),Less than 4 hours,Often (5-6 times a week),Average,Often,Sometimes,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Never,Often (5-6 times a week),High stress,Excellent
"15/4/2026, 9:47:41 am",Fourth year,CSE,Male,Sometimes (3-4 times a week),Less than 4 hours,Often (5-6 times a week),Poor,Always,Never,Sometimes (1-2 times a week),Major impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:47:46 am",Second year,EEE,Female,Every night,6-7 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Minor impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
"15/4/2026, 9:47:52 am",First year,Mechanical,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Rarely,Sometimes,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Never,Low stress,Average
"15/4/2026, 9:48:03 am",Second year,CSE,Male,Never,5-6 hours,Rarely (1-2 times a week),Good,Sometimes,Rarely,Always,Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:48:04 am",Second year,CSE,Male,Rarely (1-2 times a week),7-8 hours,Sometimes (3-4 times a week),Good,Always,Often,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Never,Low stress,Average
"15/4/2026, 9:48:09 am",Second year,EEE,Male,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Average,Always,Rarely,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Never,High stress,Poor
"15/4/2026, 9:48:09 am",Second year,CSE,Female,Every night,5-6 hours,Often (5-6 times a week),Good,Often,Always,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Every day,Low stress,Poor
"15/4/2026, 9:48:11 am",First year,CSE,Female,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Very good,Always,Rarely,Sometimes (1-2 times a week),Minor impact,Rarely (1-2 times a week),Every day,Rarely (1-2 times a week),Low stress,Excellent
"15/4/2026, 9:48:14 am",Second year,EEE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Good,Always,Often,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
"15/4/2026, 9:48:17 am",Second year,ECE,Female,Never,5-6 hours,Often (5-6 times a week),Poor,Rarely,Often,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Never,Rarely (1-2 times a week),Extremely high stress,Average
"15/4/2026, 9:48:20 am",Second year,ECE,Male,Rarely (1-2 times a week),Less than 4 hours,Rarely (1-2 times a week),Average,Sometimes,Often,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Never,High stress,Below Average
"15/4/2026, 9:48:21 am",Second year,ECE,Male,Often (5-6 times a week),6-7 hours,Sometimes (3-4 times a week),Good,Often,Often,Often (3-4 times a week),Minor impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),Low stress,Good
"15/4/2026, 9:48:21 am",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Often,Always,Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:48:24 am",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Very good,Always,Rarely,Often (3-4 times a week),Minor impact,Every night,Never,Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:48:27 am",Second year,EEE,Male,Rarely (1-2 times a week),5-6 hours,Rarely (1-2 times a week),Poor,Often,Always,Often (3-4 times a week),Minor impact,Never,Never,Rarely (1-2 times a week),Low stress,Good
"15/4/2026, 9:48:28 am",Second year,CSE,Female,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Good,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Every day,Every day,High stress,Excellent
"15/4/2026, 9:48:34 am",Second year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Excellent
"15/4/2026, 9:48:36 am",Second year,ECE,Male,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Good,Sometimes,Never,Sometimes (1-2 times a week),Minor impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),Low stress,Average
"15/4/2026, 9:48:44 am",Second year,EEE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Often,Often (3-4 times a week),Moderate impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:48:50 am",First year,CSE,Male,Often (5-6 times a week),4-5 hours,Often (5-6 times a week),Average,Often,Often,Rarely (1-2 times a month),Major impact,Every night,Never,Rarely (1-2 times a week),Low stress,Average
"15/4/2026, 9:48:50 am",Second year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Good,Sometimes,Never,Often (3-4 times a week),Major impact,Every night,Never,Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:49:13 am",Second year,CSE,Male,Sometimes (3-4 times a week),7-8 hours,Sometimes (3-4 times a week),Good,Rarely,Rarely,Rarely (1-2 times a month),Minor impact,Sometimes (3-4 times a week),Never,Sometimes (3-4 times a week),Low stress,Poor
"15/4/2026, 9:49:22 am",Fourth year,Mechanical,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Always,Always,Sometimes (1-2 times a week),Moderate impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Average
"15/4/2026, 9:49:24 am",Second year,CSE,Female,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Always,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),No stress,Excellent
"15/4/2026, 9:49:34 am",Fourth year,CSE,Male,Often (5-6 times a week),4-5 hours,Often (5-6 times a week),Average,Rarely,Rarely,Never,Minor impact,Sometimes (3-4 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Average
"15/4/2026, 9:49:35 am",Second year,CSE,Male,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Average,Sometimes,Rarely,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Good
"15/4/2026, 9:49:38 am",Second year,Mechanical,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Never,Rarely (1-2 times a month),Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:49:39 am",Second year,ECE,Female,Often (5-6 times a week),6-7 hours,Every night,Very poor,Never,Often,Rarely (1-2 times a month),Moderate impact,Every night,Never,Never,Low stress,Average
"15/4/2026, 9:49:44 am",Second year,ECE,Male,Rarely (1-2 times a week),7-8 hours,Rarely (1-2 times a week),Average,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:49:46 am",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Rarely (1-2 times a week),Average,Sometimes,Always,Sometimes (1-2 times a week),Severe impact,Often (5-6 times a week),Never,Rarely (1-2 times a week),Extremely high stress,Good
"15/4/2026, 9:49:52 am",Second year,CSE,Female,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Never,Moderate impact,Never,Sometimes (3-4 times a week),Every day,Extremely high stress,Good
"15/4/2026, 9:49:55 am",First year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Always,Never,Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:49:57 am",Second year,ECE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Never,Extremely high stress,Average
"15/4/2026, 9:49:58 am",Second year,ECE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Always,Moderate impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),Extremely high stress,Below Average
"15/4/2026, 9:50:13 am",Second year,CSE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Good,Always,Always,Rarely (1-2 times a month),Major impact,Never,Never,Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:50:15 am",Second year,CSE,Male,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Very poor,Often,Rarely,Rarely (1-2 times a month),Minor impact,Often (5-6 times a week),Never,Never,High stress,Excellent
"15/4/2026, 9:50:39 am",Second year,CSE,Male,Rarely (1-2 times a week),Less than 4 hours,Often (5-6 times a week),Average,Sometimes,Often,Rarely (1-2 times a month),Minor impact,Never,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:50:40 am",Second year,ECE,Male,Often (5-6 times a week),5-6 hours,Rarely (1-2 times a week),Poor,Often,Rarely,Never,Severe impact,Every night,Rarely (1-2 times a week),Often (5-6 times a week),Low stress,Excellent
"15/4/2026, 9:50:41 am",First year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Rarely,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:50:47 am",Second year,CSE,Male,Often (5-6 times a week),6-7 hours,Rarely (1-2 times a week),Good,Sometimes,Never,Rarely (1-2 times a month),Minor impact,Every night,Never,Sometimes (3-4 times a week),No stress,Average
"15/4/2026, 9:50:50 am",Second year,EEE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Poor,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Good
"15/4/2026, 9:50:53 am",Second year,CSE,Female,Every night,5-6 hours,Often (5-6 times a week),Average,Never,Rarely,Never,Minor impact,Every night,Never,Every day,Low stress,Average
"15/4/2026, 9:51:28 am",First year,CSE,Male,Every night,6-7 hours,Often (5-6 times a week),Average,Sometimes,Always,Sometimes (1-2 times a week),Minor impact,Every night,Every day,Rarely (1-2 times a week),Extremely high stress,Average
"15/4/2026, 9:51:44 am",First year,ECE,Male,Often (5-6 times a week),5-6 hours,Every night,Good,Never,Rarely,Rarely (1-2 times a month),Severe impact,Every night,Every day,Sometimes (3-4 times a week),No stress,Good
"15/4/2026, 9:51:49 am",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),No stress,Average
"15/4/2026, 9:51:50 am",Third year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Often,Rarely (1-2 times a month),Minor impact,Every night,Every day,Often (5-6 times a week),Low stress,Good
"15/4/2026, 9:51:51 am",First year,ECE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Poor,Rarely,Rarely,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Often (5-6 times a week),High stress,Below Average
"15/4/2026, 9:51:53 am",Third year,Mechanical,Female,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Very good,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Extremely high stress,Good
"15/4/2026, 9:52:19 am",Third year,EEE,Female,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Often,Sometimes,Never,Moderate impact,Often (5-6 times a week),Never,Never,Extremely high stress,Average
